CNVD-2018-22883,Null,YIXUNCMS后台存在命令执行漏洞,2018/11/23,高,易迅软件工作室 YIXUNCMS 2.0.4.91SD   ;   ,YIXUNCMS是由易迅软件工作室专为中小型企业开发的一套展示类网站系统，采用PHP语言并搭配性能稳定的MYSQL数据库。YIXUNCMS后台存在命令执行漏洞，攻击者可利用该漏洞插入木马文件，从而获取网站服务器控制权。,Null,厂商尚未提供漏洞修复方案，请关注厂商主页更新：http://www.ys-bs.com,YiXunCMS后台存在命令执行漏洞:http://www.cnvd.org.cn/patchInfo/show/141723
CNVD-2018-22886,Null,YIXUNCMS2.0.4.91SD存在代码执行漏洞,2018/11/23,高,易迅软件工作室 YIXUNCMS 2.0.4.91SD   ;   ,YIXUNCMS是由易迅软件工作室专为中小型企业开发的一套展示类网站系统，采用PHP语言并搭配性能稳定的MYSQL数据库。YIXUNCM2.0.4.91SD版本中的管理后台存在代码执行漏洞，该漏洞源于系统未能对参数进行严格过滤，攻击者可利用该漏洞上传木马脚本文件，从而获取网站服务器控制权。,Null,厂商尚未提供漏洞修复方案，请关注厂商主页更新：http://www.ys-bs.com,YIXUNCMS v2.0.4.91存在代码执行漏洞:http://www.cnvd.org.cn/patchInfo/show/141719
CNVD-2018-22884,Null,YIXUNCMS2.0.4.91SD后台存在任意文件读取漏洞,2018/11/23,低,易迅软件工作室 YIXUNCMS 2.0.4.91SD   ;   ,YIXUNCMS是由易迅软件工作室专为中小型企业开发的一套展示类网站系统，采用PHP语言并搭配性能稳定的MYSQL数据库。YIXUNCMS2.0.4.91SD后台存在任意文件读取漏洞，该漏洞源于系统未能对参数进行严格过滤，攻击者可利用该漏洞读取任意文件内容或删除任意文件。,Null,厂商尚未提供漏洞修复方案，请关注厂商主页更新：http://www.ys-bs.com,YIXUNCMS v2.0.4.91后台存在任意文件读取漏洞:http://www.cnvd.org.cn/patchInfo/show/141721
CNVD-2018-24739,Null,FengCms系统后台数据库存在任意文件删除漏洞,2018/11/21,低,地方网络工作室 FengCMS v1.32 beta   ;   ,FengCms由地方网络工作室基于PHP+MYSQL开发，是一款开源的网站内容管理系统。FengCms系统后台数据库存在任意文件删除漏洞。攻击者可利用漏洞删除任意文件，导致系统重装。,Null,厂商尚未提供漏洞修补方案，请关注厂商主页及时更新：http://www.fengcms.com/,FengCms系统后台数据库存在任意文件删除漏洞:http://www.cnvd.org.cn/patchInfo/show/143899
CNVD-2018-23625,Null,WordPress TemplateOne Themes Dubicars Database Backup信息泄露漏洞,2018/11/21,中,WordPress Themes Dubicars   ;   ,WordPress是WordPress软件基金会的一套使用PHP语言开发的博客平台，该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress TemplateOne Themes Dubicars Database Backup存在信息泄露漏洞。攻击者可利用漏洞获敏感信息。,https://www.exploitalert.com/view-details.html?id=31482,目前没有详细解决方案提供：http://www.wordpress.org,Null
CNVD-2018-23135,Null,WordPress插件WP Master Slider跨站脚本漏洞,2018/11/15,中,WordPress WP Master Slider Plugin v3.5.1   ;   ,WordPress是WordPress软件基金会的一套使用PHP语言开发的博客平台，该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress插件WP Master Slider v3.5.1版本存在跨站脚本漏洞，攻击者利用漏洞可在Web浏览器上执行任意脚本。,https://www.vulnerability-lab.com/get_content.php?id=2158,用户可联系供应商获得补丁信息：https://wordpress.org/plugins/master-slider,WordPress插件WP Master Slider跨站脚本漏洞的补丁:http://www.cnvd.org.cn/patchInfo/show/144639
CNVD-2018-23062,Null,WordPress插件PeepSo跨站脚本漏洞,2018/11/14,中,WordPress PeepSo Plugin v1.11.2   ;   ,WordPress是WordPress软件基金会的一套使用PHP语言开发的博客平台，该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress插件PeepSo v1.11.2版本存在跨站脚本漏洞，攻击者利用漏洞可在Web浏览器上执行任意脚本。,https://seclists.org/bugtraq/2018/Nov/14,目前没有详细的解决方案提供：https://wordpress.org/plugins/peepso-core/,Null
CNVD-2018-20705,Null,phpyun v4.6存在任意文件删除漏洞,2018/11/12,低,宿迁鑫潮信息技术有限公司 phpyun v4.6   ;   ,PHP云人才系统（phpyun）是一个采用PHP和MySQL数据库构建的开源人才与企业求职招、聘解决方案。phpyun v4.6存在任意文件删除漏洞。攻击者可利用漏洞删除任意文件。,Null,厂商尚未提供漏洞修补方案，请关注厂商主页及时更新：https://www.phpyun.com/,phpyun4.6存在任意文件删除漏洞:http://www.cnvd.org.cn/patchInfo/show/141283
CNVD-2018-21966,Null,PHPEMS在线模拟考试系统存在越权访问漏洞,2018/11/9,中,PHPEMS PHPEMS 5.0   ;   ,PHPEMS在线模拟考试系统基于PHP+Mysql开发，是一个支持多种题型和展现方式的PHP在线模拟考试系统。PHPEMS在线模拟考试系统存在越权访问漏洞，攻击者可利用该漏洞越权查看试题内容以及正确答案。,Null,厂商尚未提供漏洞修补方案，请关注厂商主页及时更新：http://phpems.net/,PHPEMS考试开源系统存在越权访问漏洞:http://www.cnvd.org.cn/patchInfo/show/141107
CNVD-2018-20699,Null,云优CMS企业网站管理系统 v1.1.4 分站版存在代码执行漏洞,2018/11/5,高,镇江市云优网络科技有限公司 云优CMS企业网站管理系统 v1.1.4   ;   ,云优CMS企业网站管理系统是一套基于PHP+MYSQL为核心开发的专业营销型企业建站系统。云优CMS企业网站管理系统 v1.1.4 分站版存在代码执行漏洞，攻击者可利用该漏洞获取网站服务器控制权。,Null,厂商尚未提供漏洞修复方案，请关注厂商主页更新：http://www.yunucms.com/,云优CMS企业网站管理系统 v1.1.4 分站版存在命令执行漏洞:http://www.cnvd.org.cn/patchInfo/show/140967
CNVD-2018-20697,Null,老班CMS V2.0存在XSS漏洞,2018/11/5,中,老班CMS 老班CMS v2.0   ;   ,老班CMS内容管理系统（简称：老班CMS）是由老班基于PHP+MYSQL环境下开发的开源建站系统。老班CMS V2.0存在XSS漏洞，该漏洞源于系统未能对留言数据进行html实体化，导致JS可以被执行，攻击者可利用该漏洞获取管理员Cookie。,Null,厂商尚未提供漏洞修复方案，请关注厂商主页更新：http://laobancms.com,老班CMSV2.0存在XSS漏洞:http://www.cnvd.org.cn/patchInfo/show/140923
CNVD-2018-20698,Null,PHPOK 4.9.015版本存在信息泄露漏洞,2018/11/5,中,深圳市锟铻科技有限公司 PHPOKCMS 4.9.015   ;   ,PHPOK企业站系统是一套采用PHP+MYSQL语言开发的企业站CMS系统。PHPOK 4.9.015版本存在信息泄露漏洞，该漏洞源于程序将SESSION保存在web目录下，攻击者可利用该漏洞获取敏感信息。,Null,厂商尚未提供漏洞修复方案，请关注厂商主页更新：https://www.phpok.com/,PHPokCmsV4.9.15存在信息泄露漏洞:http://www.cnvd.org.cn/patchInfo/show/140965
CNVD-2018-20024,Null,MetInfo存在SQL注入漏洞,2018/11/3,中,长沙米拓信息技术有限公司 metinfo 6.1.0   ;   ,MetInfo是一套使用PHP和Mysql开发的内容管理系统。MetInfo存在SQL注入漏洞。攻击者可利用漏洞获取数据库敏感信息。,Null,厂商尚未提供漏洞修补方案，请关注厂商主页及时更新：https://www.metinfo.cn/,metinfo6.0-6.1.1存在SQL注入漏洞:http://www.cnvd.org.cn/patchInfo/show/140595
CNVD-2018-20023,Null,老班CMS后台存在任意文件读取漏洞,2018/11/2,低,老班CMS 老班CMS v2.0   ;   ,老班CMS内容管理系统（简称：老班CMS）是由老班基于PHP+MYSQL环境下开发的开源建站系统。老班CMS后台存在任意文件读取漏洞。攻击者可利用漏洞读取任意文件。,Null,厂商尚未提供漏洞修复方案，请关注厂商主页及时更新：http://laobancms.com,Null
CNVD-2018-20022,Null,老班CMS后台存在文件上传漏洞,2018/11/2,高,老班CMS 老班CMS v2.0   ;   ,老班CMS内容管理系统（简称：老班CMS）是由老班基于PHP+MYSQL环境下开发的开源建站系统。老班CMS后台存在文件上传漏洞。允许攻击者上传webshell，获得服务器权限。,Null,厂商尚未提供漏洞修复方案，请关注厂商主页及时更新：http://laobancms.com,Null
CNVD-2018-19944,Null,老班CMS v2.0存在任意文件删除漏洞,2018/11/2,高,老班CMS 老班CMS v2.0   ;   ,老班CMS内容管理系统（简称：老班CMS）是由老班基于PHP+MYSQL环境下开发的开源建站系统。老班CMS v2.0存在任意文件删除漏洞。该漏洞是由于程序在删除图片时，未对图片的后缀进行限制所致，攻击者可利用漏洞删除任意图片，导致可重新安装系统，从而获得服务器权限。,Null,厂商尚未提供漏洞修复方案，请关注厂商主页及时更新：http://laobancms.com,老班CMS v2.0存在任意文件删除漏洞:http://www.cnvd.org.cn/patchInfo/show/140599
CNVD-2018-22152,Null,MySQL Blob Uploader 'home-filet-edit.php' SQL注入漏洞,2018/10/30,高,Envato Pty Ltd. MySQL Blob Uploader 1.7   ;   ,MySQL Blob Uploader是一种数据库文件上传脚本。MySQL Blob Uploader 'home-filet-edit.php'存在SQL注入漏洞，攻击者利用该漏洞可以执行任意的SQL命令。,https://www.exploit-db.com/exploits/44712/,目前厂商已发布升级补丁以修复漏洞，补丁获取链接：https://codecanyon.net/item/mysql-file-and-image-uploader-and-sharing-blob-file-server/17748300,MySQL Blob Uploader 'home-filet-edit.php' SQL注入漏洞的补丁:http://www.cnvd.org.cn/patchInfo/show/143483
CNVD-2018-22156,Null,MySQL Smart Reports 'id'存在多个漏洞,2018/10/30,高,Envato Pty Ltd. MySQL Smart Reports 1.0   ;   ,MySQL Smart Reports是使用现有MySQL数据库生成报表的完整解决方案。攻击者利用该漏洞可以执行任意的SQL命令。MySQL Smart Reports 'id'存在SQL注入和跨站脚本漏洞。攻击者利用该漏洞可以执行任意的SQL命令。,https://www.exploit-db.com/exploits/44708/,厂商尚未提供漏洞修复方案，请关注厂商主页更新：https://codecanyon.net/item/easyservice-billing-php-scripts-for-quotation-invoice-payments-etc/16687594,Null
CNVD-2018-21942,Null,WordPress插件User Role Editor权限提升漏洞,2018/10/28,中,WordPress User Role Editor <4.25   ;   ,WordPress是WordPress软件基金会的一套使用PHP语言开发的博客平台，该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress插件User Role Editor存在权限提升漏洞。允许经过身份验证的用户添加任意用户角色编辑器。,https://www.exploit-db.com/exploits/44595/,目前厂商已经发布了升级补丁以修复这个安全问题，请到厂商的主页下载：https://wordpress.org/download/,WordPress插件User Role Editor权限提升漏洞的补丁:http://www.cnvd.org.cn/patchInfo/show/143407
CNVD-2018-20037,Null,74cms存在XSS漏洞,2018/10/27,低,太原迅易科技有限公司 74cms v4.2.111   ;   ,74cms是一项基于PHP+MYSQL为核心开发的一套免费 + 开源专业人才招聘系统。74cms存在XSS漏洞，允许攻击者在页面中插入恶意js代码，获得用户cookie等信息，导致用户被劫持。。,Null,厂商尚未提供漏洞修复方案，请关注厂商主页更新：http://www.74cms.com/,骑士cms存在XSS漏洞:http://www.cnvd.org.cn/patchInfo/show/140043
CNVD-2018-20035,Null,OURPHP后台模板存在代码执行漏洞,2018/10/27,高,哈尔滨伟成科技有限公司 OurPHP v1.8.3   ;   ,OURPHP是哈尔滨伟成科技有限公司开发的一款基于PHP+MySQL开发符合W3C标准的建站系统。OURPHP后台模板存在代码执行漏洞，攻击者可利用该漏洞获取网站服务器控制权。,Null,厂商尚未提供漏洞修复方案，请关注厂商主页更新：http://www.ourphp.net/,OURPHP后台模板存在代码执行漏洞:http://www.cnvd.org.cn/patchInfo/show/140141
CNVD-2018-20038,Null,DouPHP存在代码执行漏洞,2018/10/26,高,漳州豆壳网络科技有限公司 DouPHP DouPHP v1.5 Release 20180922   ;   ,DouPHP是一款轻量级企业网站管理系统，基于PHP+Mysql架构的，可运行在Linux、Windows、MacOSX、Solaris等各种平台上。DouPHP存在代码执行漏洞，攻击者可利用该漏洞获取服务器控制权。,Null,厂商尚未提供漏洞修复方案，请关注厂商主页更新：http://www.douco.com/,duophp存在代码执行漏洞:http://www.cnvd.org.cn/patchInfo/show/140343
CNVD-2018-19285,Null,UsualToolCMS存在任意文件删除漏洞,2018/10/25,低,成都康菲顿特网络科技有限公司 UsualToolCMS v8.0 Release   ;   ,UsualToolCMS是一款企业级的网站内容管理系统，由PHP+MYSQL编写，使用模板分离技术，支持创建多种类型的站点。UsualToolCMS存在任意文件删除漏洞。攻击者可利用漏洞删除任意文件。,Null,厂商已提供漏洞修补方案，请关注厂商主页及时更新：http://cms.usualtool.com,usualtoolcms存在任意文件删除漏洞:http://www.cnvd.org.cn/patchInfo/show/139791
CNVD-2018-21741,Null,WordPress插件Pie Register中Forgot-Password跨站脚本漏洞,2018/10/25,中,WordPress Pie Register Plugin v3.0.17   ;   ,WordPress是WordPress软件基金会的一套使用PHP语言开发的博客平台，该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress插件Pie Register中Forgot-Password存在跨站脚本漏洞，远程攻击者可利用该漏洞在用户的Web浏览器中执行任意脚本。,https://seclists.org/bugtraq/2018/Oct/28,目前没有详细的解决方案提供：https://wordpress.org/,Null
CNVD-2018-21740,Null,WordPress插件Question Answer存在多个跨站脚本漏洞,2018/10/25,中,WordPress Question Answer Plugin v1.2.30   ;   ,WordPress是WordPress软件基金会的一套使用PHP语言开发的博客平台，该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress插件Question Answer v1.2.30版本存在多个跨站脚本漏洞，远程攻击者可利用该漏洞在用户的Web浏览器中执行任意脚本。,https://seclists.org/bugtraq/2018/Oct/31,目前没有详细的解决方案提供：https://wordpress.org/,Null
CNVD-2018-07372,Null,OpenResty uri存在参数溢出漏洞,2018/5/16,高,OpenResty OpenResty开源WAF   ;   ,OpenResty? 是一个基于Nginx与Lua的高性能Web平台，其内部集成了大量精良的Lua库、第三方模块以及大多数的依赖项。OpenResty uri存在参数溢出漏洞。该漏洞源于程序无法正确获取参数，无法对攻击者提交的攻击语句进行安全检测，导致安全防护被绕过，影响多款基于OpenResty的开源WAF。,Null,厂商尚未提供修复方案，请关注厂商主页更新：https://openresty.org,openresty uri参数溢出漏洞:http://www.cnvd.org.cn/patchInfo/show/124631
CNVD-2014-08312,Null,Lanmp数据库管理页面存在非授权访问漏洞,2014/11/17,中,Lanmp Lanmp   ;   ,"LANMP一键安装包是一个基于CentOS/RadHat可以VPS或独立主机上方便,快速安装的Shell脚本程序包,快速安装LAMP应用(Nginx、MySQL、PHP、phpMyAdmin)的生产环境。Lanmp数据库管理页面存在非授权访问漏洞。允许攻击者利用漏洞可任意添加数据库管理用户。",Null,增加权限管理,Null
CNVD-2014-02917,Null,Apache/Nginx PHP-FPM或PHP-CGI拒绝服务漏洞,2014/5/9,中,Nginx NGINX下PHP-FPM或者PHP-CGI   ;   Apache Apache下PHP-FPM或者PHP-CGI   ;   ,Apache/Nginx是流行的WEB服务程序。PHP-CGI和PHP-FPM的Apache/Nginx服务程序存在安全漏洞，使用标准cable/DSL连接，这种攻击可以使用标准的HTTP请求占满一台Linux web服务器的CPU和内存。,http://sebug.net/lto?url=https://www.nightlionsecurity.com/blog/news/2014/04/phpstress-dos-attack-php-nginx-apache/,目前没有详细解决方案提供：http://www.apache.org,Null
CNVD-2013-10102,Null,Phusion Passenger gem for Ruby任意文件覆盖漏洞,2013/7/19,低,Phusion Passenger gem for Ruby 2.2.11   ;   ,"Phusion Passenger,原名 mod_rails ,是一个旨在从Apache和Nginx网页服务器上更便捷的部署Ruby on Rails项目的Apache模块。对应产品的对应版本存在漏洞，具有本地访问权限的攻击者有可能利用创建并覆盖的任意文件。",http://www.securityfocus.com/bid/60452/discuss,请安装厂商已发布的最新版本或补丁：http://blog.phusion.nl/,Phusion Passenger gem for Ruby任意文件覆盖漏洞的补丁:http://www.cnvd.org.cn/patchInfo/show/36347
